Número,Cor,Hora/Minuto,Data,Apostas no Vermelho,Apostas no Branco,Apostas no Preto,Seed
5,red,01:50,01:50:26,R$ 311,22,R$ 715,26,R$ 273,00,854e572a-c56e-48ad-8c0b-beaa63d45539db85b8b2-c518-403e-b638-c13d42b1a4d1
3,red,01:49,01:49:56,R$ 540,54,R$ 1.736,28,R$ 251,16,cb7ea66d-2c1c-4db0-adbf-973b96340b20abb79939-d4ec-4117-b777-f85a8f3f7310
0,white,01:49,01:49:26,R$ 447,72,R$ 1.283,10,R$ 234,78,d67d9229-7fa9-4205-920d-c11d816e18e1f46069b3-5f0c-4054-8349-5a70a964badc
0,white,01:48,01:48:56,R$ 447,72,R$ 906,36,R$ 311,22,cc1efa6b-936b-48fc-801e-6e95c034851f98c9e3aa-abe4-4f53-9cda-5fe00bdf4361
0,white,01:48,01:48:26,R$ 273,00,R$ 584,22,R$ 185,64,fdeb8542-3eaf-4653-9513-cf16696f5cd9ccc003c3-cda8-40af-b059-c3c417e211f6
11,black,01:47,01:47:56,R$ 414,96,R$ 529,62,R$ 185,64,ff91c591-9f85-4a3c-aa65-70091011e04a25f9ef8c-49ac-41f6-ab6e-7602dfc9ebc3
13,black,01:47,01:47:26,R$ 289,38,R$ 606,06,R$ 131,04,5551c2c9-bcb6-4672-9569-e71ce6f4462c9ea1d735-5462-4ddd-9d53-e371188a57cd
8,black,01:46,01:46:55,R$ 360,36,R$ 611,52,R$ 229,32,c793128e-0058-43ae-bb88-3f43c114a0b4593be388-fda7-4ba3-893a-b8724cf7c0b5
10,black,01:46,01:46:25,R$ 256,62,R$ 857,22,R$ 649,74,6426af04-328b-4fb3-81ba-0140387c07c9261bd0c9-ecec-41c9-a0a5-55ec14e7a8c2
3,red,01:45,01:45:55,R$ 180,18,R$ 895,44,R$ 163,80,2e783449-6303-4f0a-badb-6c070aa20cb336a3f1d0-3601-4c38-af7b-3985c9961786
5,red,01:45,01:45:25,R$ 682,50,R$ 862,68,R$ 349,44,4a02782c-9d83-49c3-b738-de9c383f32e99ee829ab-9938-41fd-a81c-8e27db101c38
11,black,01:44,01:44:55,R$ 666,12,R$ 873,60,R$ 311,22,5c222644-5408-4692-96ab-94231ddf3caadf2bf9aa-a8d7-4942-83e5-4a3dba65a04f
3,red,01:44,01:44:25,R$ 343,98,R$ 1.015,56,R$ 584,22,dcc19215-4204-45f6-b98f-1d7217f2352422356fe6-3439-4bc7-8a2d-ece39704a18d
5,red,01:43,01:43:55,R$ 1.375,92,R$ 1.124,76,R$ 218,40,30a4d693-cd06-4c7b-be1d-77a3fc21cd06092bf4e4-6597-4cf7-8b72-6fdf847a9de0
11,black,01:43,01:43:25,R$ 655,20,R$ 633,36,R$ 202,02,e0451099-55d2-48b4-b220-6db51f7ba09a81eb27d8-c94d-482d-9fc6-39cdce9ffa07
14,black,01:42,01:42:55,R$ 365,82,R$ 704,34,R$ 158,34,7a912c2a-3484-4a68-bd79-3087f11b16109c86ce62-bd5b-4f45-9b38-2dbdfba8d0cb
9,black,01:42,01:42:25,R$ 322,14,R$ 600,60,R$ 136,50,05d43a56-cb79-49f0-976a-064f6f9c6b8a4f59ab5e-0d62-4625-9646-51902464d2ff
14,black,01:41,01:41:55,R$ 1.217,58,R$ 589,68,R$ 251,16,7eea6821-b88c-4bbe-8603-bc3a7534564c6b2a9f68-9b6d-4cd1-b7ba-408d9a20c687
8,black,01:41,01:41:25,R$ 338,52,R$ 507,78,R$ 70,98,1e68a6dd-0260-44ff-aff0-5e09e44a449ac2ec8c26-5ef3-4d77-acc7-c4dd1975fad7
10,black,01:40,01:40:55,R$ 1.452,36,R$ 393,12,R$ 305,76,cde85302-f937-4490-a84b-e89a3b69a450c74703cf-504c-4e10-b860-484c736832f1
13,black,01:40,01:40:25,R$ 835,38,R$ 589,68,R$ 65,52,cf6c3704-fec9-4e9a-a6b6-06980b5885317cc366c2-de86-494c-89a2-32ab8c1ab92a
11,black,01:39,01:39:55,R$ 469,56,R$ 939,12,R$ 322,14,0222ab03-d642-4201-8bc6-1fc8f55ac925d2c250cc-c2a2-4e7c-9a97-907a95bfbfa8
0,white,01:39,01:39:25,R$ 398,58,R$ 698,88,R$ 234,78,68960efd-03b7-464b-b946-40ae3dbbaf053608eb76-19c6-46f0-a8f2-a483885183f3
2,red,01:38,01:38:54,R$ 748,02,R$ 824,46,R$ 327,60,0461ec17-fd27-483c-a023-cb7967b3d4d0008fc64d-0c60-4d4d-886c-a06323cdfc5c
11,black,01:38,01:38:24,R$ 311,22,R$ 502,32,R$ 343,98,c50b71ab-5577-4c47-ac05-646e4d60e890475e5ee6-3d25-42bb-b721-2991b40df955
2,red,01:37,01:37:54,R$ 245,70,R$ 518,70,R$ 196,56,649f57cf-7423-4bc4-b20a-19676c907dc0ca45d0b1-b1de-4378-ab63-1b5803593765
3,red,01:37,01:37:24,R$ 196,56,R$ 584,22,R$ 267,54,05044737-ebdb-45d9-917c-b1d2ee5890d2ef423e47-9acc-428d-94e0-fa38d41a3415
5,red,01:36,01:36:54,R$ 529,62,R$ 748,02,R$ 311,22,97ec713a-8547-4fa0-aaab-309120d3fd985c957fc1-afe3-478d-872d-cf1a57461c5d
13,black,01:36,01:36:24,R$ 234,78,R$ 726,18,R$ 185,64,fc6b3dda-0813-4630-bfce-e7c2008e0386dfb095cc-8920-405e-b4e4-098ae6736478
10,black,01:35,01:35:54,R$ 251,16,R$ 857,22,R$ 163,80,3cdc1b6f-0503-4e67-9392-2f6f66a0eb5d36da24bf-28cd-4de7-a35d-2991e9bb6610
11,black,01:35,01:35:24,R$ 174,72,R$ 1.375,92,R$ 300,30,f85ba619-b82f-46d4-94f0-0643c84f27720bf9b0c1-b175-45e6-9612-2d385d74dbf3
9,black,01:34,01:34:54,R$ 343,98,R$ 791,70,R$ 245,70,65c10e2c-cab5-4f2d-9229-00a01fec2a3305d21c8e-4e73-4371-972a-e270a8efb500
9,black,01:34,01:34:24,R$ 180,18,R$ 922,74,R$ 234,78,f3edde0c-2c4a-4032-9a84-a4786be15182bcc2750b-2b04-459f-8366-9ad897a55840
14,black,01:33,01:33:54,R$ 682,50,R$ 1.042,86,R$ 1.927,38,b7456d4b-ee05-4bf4-bae6-cc57c9ea9f4e89c49df6-b79e-477d-809a-ec0fa51cfe70
1,red,01:33,01:33:24,R$ 191,10,R$ 1.037,40,R$ 136,50,d0db97ae-481c-4db1-968c-335a9c458d2521b8d72c-a66d-4799-af10-fbdf26b1c84b
6,red,01:32,01:32:54,R$ 404,04,R$ 1.070,16,R$ 251,16,9b0701bf-7cc8-4879-be7c-b63c7988efab7455dc35-69c3-48ec-8664-13baa47a8925
9,black,01:32,01:32:24,R$ 245,70,R$ 944,58,R$ 327,60,397290e5-ca72-483c-a456-02eb265e8080e8b63068-8e99-4317-8b0c-db52273838ec
12,black,01:31,01:31:54,R$ 207,48,R$ 1.092,00,R$ 327,60,c934ba31-0404-45ce-a2f7-c2fdd9891f5153ce232f-0703-4521-a3fd-921a96e06ca5
5,red,01:31,01:31:24,R$ 387,66,R$ 677,04,R$ 196,56,a34ae58b-4857-4015-af71-e1d00798f7fbb0897036-7e00-4e3c-ba67-e7be44c7600f
12,black,01:30,01:30:54,R$ 87,36,R$ 769,86,R$ 245,70,8398973c-4339-48a4-8247-bbd98c409fdcd984d4e9-104a-4381-be70-3acc1de05283
10,black,01:30,01:30:23,R$ 273,00,R$ 808,08,R$ 267,54,4c6bccfb-4459-4051-80e1-3e0bddb257c23e55f90a-5840-4dfa-9713-21bd55d2044b
4,red,01:29,01:29:53,R$ 540,54,R$ 873,60,R$ 49,14,9e1e2d6f-7a89-4585-ae5b-4acb5cf01b2d19abbfc8-87ed-4278-bb38-0ded68764633
8,black,01:29,01:29:23,R$ 180,18,R$ 955,50,R$ 884,52,a1159bb5-495b-4548-b49b-85f7d5e0b8334b4bb4c1-d303-4aad-937d-40e53cf7154c
12,black,01:28,01:28:53,R$ 360,36,R$ 775,32,R$ 354,90,3e04bfc1-c51f-4353-bbbc-3ba9f41a8eb52aa96838-8be0-42a4-b913-6a5e8315a4db
7,red,01:28,01:28:23,R$ 256,62,R$ 840,84,R$ 343,98,3af1a08c-f74e-4c23-b4c4-f97fc9a0bcca3bf1169f-d60b-43ed-afae-c53ba2d2cf5f
2,red,01:27,01:27:53,R$ 267,54,R$ 835,38,R$ 278,46,6b14e337-1ef4-45f0-a6c9-fd53c869bbad5d16e46b-20be-4c6c-b2fc-ca9978b53509
14,black,01:27,01:27:23,R$ 234,78,R$ 988,26,R$ 988,26,4e29632c-d7f4-40a0-b365-7f818006ed878544ab61-7b1b-4982-8aa0-49e64bbe3a82
9,black,01:26,01:26:53,R$ 234,78,R$ 971,88,R$ 360,36,b58a9c65-25c3-450b-b3ec-b736b6fb534c6afd11db-e714-4894-aa8c-6bede04569b4
5,red,01:26,01:26:23,R$ 764,40,R$ 999,18,R$ 311,22,6f65f37d-8698-49fa-821c-fee21051eb786b7ca205-fc46-470b-9671-30f6118fbb8f
8,black,01:25,01:25:53,R$ 1.217,58,R$ 977,34,R$ 343,98,d0e3a655-7ec5-4bdc-bffc-2621df193969d2c8095d-7302-41fc-9023-cbf08f21b4c8
14,black,01:25,01:25:23,R$ 829,92,R$ 1.212,12,R$ 1.829,10,731f4683-293d-43d1-8350-765d1cf7b90885646aee-6fed-452e-bf29-e47e4d8ee220
10,black,01:24,01:24:53,R$ 529,62,R$ 1.124,76,R$ 234,78,3838a516-dae7-464f-a4bf-00917f0a99f73ce630ed-fa66-4974-8e85-4cd143ba2ab3
9,black,01:24,01:24:23,R$ 398,58,R$ 1.288,56,R$ 109,20,9dc714cb-fdea-41b6-a8f5-6bbfef2cf53f105811cd-5231-4636-9031-8a658b11a8e5
1,red,01:23,01:23:53,R$ 551,46,R$ 1.375,92,R$ 174,72,f7509289-df2f-45aa-af9f-2b66234b8a003a5354c4-7f08-4e87-9dd1-904818cec561
0,white,01:23,01:23:23,R$ 546,00,R$ 922,74,R$ 294,84,bc1f4943-ce49-4cd9-bd59-4abda76348ee284ea870-132a-4fe2-8189-b0053935b132
11,black,01:22,01:22:53,R$ 38,22,R$ 873,60,R$ 398,58,b6c6db67-cb72-4f2e-98d2-31d6074e3f0a55c548da-76a6-4a53-ad69-61dbd1a6a10a
11,black,01:22,01:22:23,R$ 120,12,R$ 911,82,R$ 262,08,468ed01f-7f0e-4de7-96f3-9280571fa2a1b3d230be-befe-44a2-8d38-0e89ef9292b6
5,red,01:21,01:21:52,R$ 278,46,R$ 857,22,R$ 147,42,fb2e539e-d743-4155-9be5-7583f504e4ff3a8cd4ea-4763-44af-903d-b88d6b349679
6,red,01:21,01:21:22,R$ 311,22,R$ 966,42,R$ 327,60,5f48ba75-f262-4376-a81e-6ddd25e66db1a6aa6996-0eba-42bf-ba90-efbbec92b528
8,black,01:20,01:20:52,R$ 322,14,R$ 966,42,R$ 218,40,4112e880-6078-4a98-984b-c8dff0c24c4779d43054-27c5-4012-93a4-54c72d4e67eb
10,black,01:20,01:20:22,R$ 327,60,R$ 824,46,R$ 327,60,6dc810e9-1e94-4a1e-84e3-9ae8f757ea63cb5418d8-1d2b-4e7c-ad38-814ea3b314ed
1,red,01:19,01:19:52,R$ 376,74,R$ 791,70,R$ 141,96,df22b2bf-47fa-40b1-b6eb-dba09d5be2c8117fdc6f-f0ed-4b1e-9787-dcf024055e61
8,black,01:19,01:19:22,R$ 87,36,R$ 775,32,R$ 365,82,26d9a21f-a588-437f-9165-feb39a77f8337ee7958d-45ca-47ea-9894-2fba92c76f70
3,red,01:18,01:18:52,R$ 256,62,R$ 917,28,R$ 98,28,4b130b19-28cc-497e-9436-1589fbe18a0e3d29d9d5-5818-4a87-aba5-778a1502d972
9,black,01:18,01:18:22,R$ 136,50,R$ 1.042,86,R$ 589,68,af4a7c48-6635-4a26-9a1c-c0df3968e56f29e5ec53-3a7b-478b-b321-0169728dd3f4
1,red,01:17,01:17:52,R$ 147,42,R$ 1.037,40,R$ 671,58,0d59e0a6-41b6-4d55-8087-4c203355cd27910960ff-040e-49e9-a3ac-c8fb653544d7
14,black,01:17,01:17:22,R$ 267,54,R$ 1.108,38,R$ 327,60,6f5ea57d-8a74-4aeb-9237-f4c9346fba7156406a32-39b2-43b0-911e-ea65dbc2a7cc
1,red,01:16,01:16:52,R$ 464,10,R$ 922,74,R$ 453,18,71976533-4039-4d54-9ecd-d3ce43d65e27355049a0-c535-44a9-960b-c20e29745b39
8,black,01:16,01:16:22,R$ 453,18,R$ 791,70,R$ 425,88,a5953ae5-0854-4f2c-b9aa-df26fd668fad28e9132a-ca36-4ca0-909a-e5c079b1c8c4
9,black,01:15,01:15:52,R$ 273,00,R$ 993,72,R$ 748,02,bb640b0f-14fd-427a-aff8-63829f460d7012948dfc-d082-4375-9dba-d341c4baa228
14,black,01:15,01:15:22,R$ 273,00,R$ 1.299,48,R$ 365,82,f231ce93-fb2e-477c-8329-28c49d56c9a6facb49c2-1c23-4278-b0f3-18b9002687e0
0,white,01:14,01:14:52,R$ 114,66,R$ 693,42,R$ 273,00,f2c9f7ff-fa6a-49e3-8528-928a26ee7df8ae0ae398-65b1-4e09-b5f4-4147fc637e01
3,red,01:14,01:14:22,R$ 245,70,R$ 1.037,40,R$ 382,20,c011b51e-c3d8-4bb3-a1e1-546dd2b9d6d424bcd3a7-1178-427a-a55b-70451d51f580
11,black,01:13,01:13:52,R$ 567,84,R$ 1.403,22,R$ 245,70,d5e31c7e-9a43-4c23-b862-bc86102b69f1de3f5ad9-dc6b-413f-a347-638496038000
1,red,01:13,01:13:21,R$ 431,34,R$ 895,44,R$ 234,78,b0ff95c0-9a6d-4d23-b646-bb6b1b93ecca0a4f91e4-d8f4-42a1-9b99-c3d28d132335
3,red,01:12,01:12:51,R$ 202,02,R$ 895,44,R$ 447,72,f1156fd4-58a1-416c-b377-447f5cfa98370378e402-e66c-4706-9534-746616cb96ad
9,black,01:12,01:12:21,R$ 240,24,R$ 1.108,38,R$ 420,42,ec13e1e4-3fcd-492f-93c7-06d8938a8a68d634fbb0-e934-416a-acd4-296c5a1e01a0
10,black,01:11,01:11:51,R$ 911,82,R$ 1.343,16,R$ 300,30,e2af8fd5-a086-47fb-b4d5-a9bb181d7eab10c710cc-3182-466f-944b-f3484d579e41
11,black,01:11,01:11:21,R$ 191,10,R$ 1.212,12,R$ 791,70,c748d223-14e9-42af-94ec-1d564d0a1718e82e99d7-f661-428e-a21e-c577698be9cd
1,red,01:10,01:10:51,R$ 649,74,R$ 862,68,R$ 393,12,3a9487e4-1ff4-46de-bea8-b2140e01d1a9093798e0-7e61-4fd6-8129-c8a7f9eed40c
11,black,01:10,01:10:21,R$ 475,02,R$ 775,32,R$ 212,94,6012505a-35a8-415c-952a-0145c0ec49279066848f-6245-4090-abd3-79a5f2bb207f
2,red,01:09,01:09:51,R$ 524,16,R$ 737,10,R$ 202,02,619686c3-73f9-4a46-958d-c745a07102a721c89bf1-3581-476a-be6e-b74dfa4eda78
8,black,01:09,01:09:21,R$ 524,16,R$ 851,76,R$ 1.927,38,76729adf-bf6d-44b8-9a37-b87288ab19ba161b2d00-39ca-4623-9b95-8a6a134ffefd
14,black,01:08,01:08:51,R$ 660,66,R$ 917,28,R$ 223,86,d03ba3d4-ab68-40f4-abf0-e16cc0b82c977c20d9c5-ba80-4aea-a07a-42bf0eb5a765
9,black,01:08,01:08:21,R$ 491,40,R$ 889,98,R$ 185,64,8ade7044-3e3d-4ff8-8d19-cb18a6316638df919d89-32b4-4238-ac61-a51f08540a15
13,black,01:07,01:07:51,R$ 349,44,R$ 1.021,02,R$ 1.157,52,1166884d-41b3-4be3-83d7-bcaea3f6445422a84feb-7f7f-42c7-a0f3-daaff24cad24
11,black,01:07,01:07:21,R$ 453,18,R$ 966,42,R$ 748,02,0dd1f115-e595-4e74-881f-ba64188a908246fd64b7-37d2-48f8-b4f3-2391c3f6f78b
2,red,01:06,01:06:51,R$ 1.037,40,R$ 868,14,R$ 387,66,4a3f5d00-43b8-47c7-bba9-620893ec0550bf694210-2786-44a7-abeb-50c675b0ab54
4,red,01:06,01:06:21,R$ 726,18,R$ 1.326,78,R$ 857,22,80d9616e-92cd-4dd7-9ac6-8a7a74d95933706c59ea-48cb-4955-ad88-344d7843df36
0,white,01:05,01:05:51,R$ 163,80,R$ 868,14,R$ 496,86,5ceebccd-c3a7-46b2-9920-b99bc46c6bca19978da7-5fd4-46ef-96ce-1f8ed525b8fe
1,red,01:05,01:05:20,R$ 191,10,R$ 879,06,R$ 846,30,78a13da7-8d0f-43f4-bbe8-f7c92ad76693308e2e4d-afba-435f-a93e-2fdef263ae2f
2,red,01:04,01:04:50,R$ 414,96,R$ 971,88,R$ 120,12,3c3d36ba-fa9e-470d-b7e4-a78ceb97a34b4f703fe5-8a13-426a-884a-3921899886ab
12,black,01:04,01:04:20,R$ 185,64,R$ 1.097,46,R$ 223,86,eece4432-1045-4a68-bb1a-f6aa339980f358ba3ddf-1756-48db-9307-58669421a064
3,red,01:03,01:03:50,R$ 802,62,R$ 1.031,94,R$ 294,84,b036f5b1-0665-41ab-9d0f-3ce4a81fc18500f49ee3-0278-41e9-a356-9c9492081bbd
10,black,01:03,01:03:20,R$ 354,90,R$ 1.190,28,R$ 300,30,0c835ae6-3a66-44b8-ab06-3dedc03bbc3924be9ea2-768c-4c55-bb34-f14e99edd4d2
0,white,01:02,01:02:50,R$ 442,26,R$ 682,50,R$ 212,94,5c803799-6fda-49b9-9ce1-c5acee2cdd60ab94fa0d-d046-4cae-adae-ea2294bd8b69
7,red,01:02,01:02:20,R$ 693,42,R$ 737,10,R$ 147,42,f95b352e-6e58-4689-8edd-671f70d93763faff9cbb-a582-4d93-b047-ff1634e41494
13,black,01:01,01:01:50,R$ 491,40,R$ 1.064,70,R$ 109,20,71e09c66-ac63-4443-88ca-dc4c626d312f27973b9d-4807-41f9-97e5-a35ea6aa2a4d
0,white,01:01,01:01:20,R$ 475,02,R$ 780,78,R$ 76,44,f18aff2f-da12-452e-8f87-4499694ca18ce338197f-6a62-42c6-b936-916c5786d0e4
10,black,01:00,01:00:50,R$ 622,44,R$ 999,18,R$ 76,44,8b9c0209-fc16-4705-8db4-0ab9e5f12dd0aa1410f8-3a28-4503-97d5-b711ee12c411
11,black,01:00,01:00:20,R$ 425,88,R$ 644,28,R$ 218,40,d3e4f12e-6aaa-4fbb-a4fa-643e446136d81cc0127c-2d59-471d-bbe9-37323f3b59cf
2,red,00:59,00:59:50,R$ 240,24,R$ 808,08,R$ 283,92,9bebd51e-ced8-43e0-ae80-15288be350e249356aaf-d7b8-40b3-b7d9-c07d83187ddc
12,black,00:59,00:59:20,R$ 333,06,R$ 1.086,54,R$ 278,46,0c89e2d6-33be-41be-9926-fe0e28261d5a09d9cae7-94c2-4900-adbc-e0869a9e8b39
1,red,00:58,00:58:50,R$ 114,66,R$ 889,98,R$ 611,52,f86091f8-8f0a-4372-9349-949dc649bdfc901e5eeb-87c2-401d-9498-0b63db6328ac
2,red,00:58,00:58:20,R$ 256,62,R$ 1.124,76,R$ 289,38,7f660461-7fa4-4794-a147-1304137010e36fa78be6-677a-4a3c-b8f9-9b7936668c76
8,black,00:57,00:57:50,R$ 245,70,R$ 786,24,R$ 212,94,267ed186-b02e-464e-93c9-ea13a67c9016531aec35-02a9-427b-b1e0-cdaada7678c2
3,red,00:57,00:57:20,R$ 469,56,R$ 884,52,R$ 267,54,4a749358-7ed6-4dd0-849c-d8b670f8c26327cdfa98-5bf2-49b1-86bd-e678ea09ddcc
12,black,00:56,00:56:49,R$ 1.905,54,R$ 1.141,14,R$ 163,80,f5f46d64-60c3-422c-848a-b81e57f757a4bb22ac5d-838a-4a9d-a686-28176e4b040d
11,black,00:56,00:56:19,R$ 2.145,78,R$ 1.255,80,R$ 191,10,b6aa6676-8fb8-4fc2-8c60-5b812872159a967fe451-c064-4c88-9bdc-35a348ee865b
9,black,00:55,00:55:49,R$ 758,94,R$ 950,04,R$ 256,62,d936e9eb-af83-4fa8-953a-f34e8f78983fff30ebb4-15e0-4210-9f32-9464157660dc
0,white,00:55,00:55:19,R$ 802,62,R$ 862,68,R$ 152,88,3e69f219-6043-4eec-a33d-83c3721130bbe800427d-4039-4341-bff9-5c1dc1db7c40
8,black,00:54,00:54:49,R$ 305,76,R$ 971,88,R$ 196,56,4e9a5819-39f8-4edb-8eda-93baf67c132bce15cc67-0d22-4ab6-a1d8-f3485c667327
0,white,00:54,00:54:19,R$ 589,68,R$ 731,64,R$ 191,10,d7e6a9e2-38be-44fd-beba-d3b05e30e29a1df15be8-d888-49a9-a5ca-e1195268ee02
11,black,00:53,00:53:49,R$ 158,34,R$ 677,04,R$ 469,56,edd59a1f-a8ec-4a06-a4bc-4769f91107e09772aa37-9c6c-4a49-aff5-14671fd53572
7,red,00:53,00:53:19,R$ 196,56,R$ 704,34,R$ 464,10,90a80a00-85c5-4b3c-8591-1ecc0abe4e59669736f7-05ab-4466-9189-d6b73b79fff8
5,red,00:52,00:52:49,R$ 469,56,R$ 584,22,R$ 513,24,561a6660-ea2d-4936-8c7e-8b8871459e05e29f7fe4-c44b-4097-a8b2-5112d8ffe3df
12,black,00:52,00:52:19,R$ 338,52,R$ 671,58,R$ 245,70,107e271b-0e7f-41ae-b252-cabe8551b2b82a2c4ee3-e9c8-434a-844a-af06fa229f15
6,red,00:51,00:51:49,R$ 87,36,R$ 748,02,R$ 780,78,63c559ac-fae2-4e09-bd06-63a61b2e2daad83f6773-5280-4c0f-995a-5638e7ef43c7
9,black,00:51,00:51:19,R$ 333,06,R$ 748,02,R$ 813,54,2c875365-e908-4bf5-a226-a861f89e4b5a99e79051-db22-45e6-843c-267f7952a840
2,red,00:50,00:50:49,R$ 251,16,R$ 567,84,R$ 300,30,495f0ba6-4c88-4ee5-91b4-77767feff5b9d5fcbcf4-aa0c-4548-b3f0-e41cc6dba89b
7,red,00:50,00:50:19,R$ 262,08,R$ 720,72,R$ 300,30,660641a6-414f-41e7-a394-499b954fef2b3b3ba73a-e85c-459e-bc0e-f460776ff27c
1,red,00:49,00:49:49,R$ 2.156,70,R$ 709,80,R$ 283,92,9e1cac74-1a82-47aa-88ba-b16c2ed6e9836b0e41fa-c36d-4fea-a316-6b60fb116d1d
13,black,00:49,00:49:19,R$ 354,90,R$ 988,26,R$ 136,50,94c1dfdb-1f8f-4329-b6bd-6a9f67257e0bf84d526a-a4d7-4297-b060-4e68e857020e
11,black,00:48,00:48:48,R$ 922,74,R$ 731,64,R$ 98,28,4ca19866-90b1-468e-821a-03b012d253ce8e47f044-51a5-4903-bcd0-dca7b07e24f1
10,black,00:48,00:48:18,R$ 398,58,R$ 873,60,R$ 365,82,b92f9cbf-3f67-44c3-9498-fab97ed860306a279437-51a6-4f72-ae57-121cb905279a
9,black,00:47,00:47:48,R$ 158,34,R$ 955,50,R$ 638,82,64f49955-37e8-444a-a8c9-358456271cf9b5735765-f658-4087-af4b-b35021164199
5,red,00:47,00:47:18,R$ 1.446,90,R$ 1.097,46,R$ 316,68,a5503c7c-eab0-44f5-bb2f-84b3a007c12551d63d7f-561e-4416-81f2-7d1ba8501031
11,black,00:46,00:46:48,R$ 289,38,R$ 939,12,R$ 316,68,10f959a4-8218-4c89-a844-0733428e39903bac8dd1-486c-4868-b780-a5ab83fd1558
3,red,00:46,00:46:18,R$ 611,52,R$ 879,06,R$ 131,04,d8488b99-2e4b-4849-84fe-12e43cd46e689ae29e08-4faa-4b51-838f-91d6c718d00d
